name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,defensive_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Nordin Amrabat,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thembinkosi Lorch,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djordje Mihailovic,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochinha,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Pierre Nsame,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Júnior Negão,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munas Dabbur,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucho Hernández,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romain Alessandrini,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loïs Openda,75,ST,93,73,64,74,26,76,94,93,77,73,66,64,74,67,67,43,70,56,51,79,79,74,72,73,71,16,65,29,19,15,92,77,75,72
Joshua King,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teófilo Gutiérrez,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riccardo Sottil,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Sotoca,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Ducksch,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Piątek,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyriel Dessers,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fran Navarro,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim Adeyemi,75,ST,93,76,66,78,24,70,94,92,77,76,75,71,73,68,63,62,69,64,67,88,81,68,75,78,73,23,62,18,19,25,88,74,74,51
Luca Waldschmidt,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cesinha,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniele Verde,75,RW,84,75,70,79,36,47,84,84,71,85,81,60,71,70,72,77,68,63,85,89,92,72,78,78,71,24,46,41,37,35,38,66,33,58
Gonçalo Ramos,75,ST,77,73,64,74,40,80,78,77,75,77,67,68,57,63,60,45,71,65,60,78,76,75,74,73,67,31,75,38,41,21,84,85,77,80
Kamaldeen Sulemana,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walter Bou,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoane Wissa,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enner Valencia,75,ST,87,74,67,74,47,78,88,87,73,81,71,62,67,65,67,74,68,60,73,84,72,68,72,75,71,42,73,44,45,41,91,79,77,74
Michael Gregoritsch,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Araujo,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattia Destro,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Pinamonti,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Cueva,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Léandre Tawamba,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Sanabria,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyogo Furuhashi,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carles Pérez,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Aboubakar,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Callejón,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rony Lopes,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Verdi,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Maxim Choupo-Moting,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deon Hotto,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takumi Minamino,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Higuaín,75,ST,48,79,71,72,28,64,47,48,77,85,79,75,70,74,65,69,74,65,74,50,56,75,77,75,78,18,74,32,20,16,72,43,80,50
Eldor Shomurodov,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Diamond,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brahian Alemán,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julien De Sart,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhon Mosquera,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai López,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Olayinka,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santi Comesaña,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Costa,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Gibbs-White,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Martin,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavel Bucha,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Éder Balanta,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Torró,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joelinton,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miha Zajc,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Kristian Selnæs,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Vargas,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Velasco,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albin Ekdal,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petr Ševčík,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gauld,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepelu,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anwar El Ghazi,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Philippe Gbamin,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michal Sadílek,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Ivanušec,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ansgar Knauff,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguado,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Lerma,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James McArthur,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Ramsey,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serhiy Sydorchuk,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulinho,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarek Hamed,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toma Bašić,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Aebischer,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahima Sissoko,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolgay Arslan,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josuha Guilavogui,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Pešek,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Lucas,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimír Darida,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Iwobi,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salva Sevilla,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anders Christiansen,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Aribo,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedrinho,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Turnbull,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor Claesson,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Zuqui,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moncayola,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darlington Nagbe,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toni Villa,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorlan Pabón,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Sambi Lokonga,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart Dallas,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahitan Nández,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andriy Yarmolenko,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Reed,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip Billing,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
João Paulo,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Goodwin,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silas,75,RM,87,71,61,80,52,65,85,88,80,70,49,65,81,59,66,33,70,48,59,84,73,70,77,84,69,54,65,53,50,39,60,55,72,59
Filip Đuričić,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Cairney,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lundstram,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embarba,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jed Wallace,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Hayden,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Žulj,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristian Guanca,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdülkadir Ömür,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayçal Fajr,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Král,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sander Berge,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrto Uzuni,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Brownhill,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enzo Le Fée,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorukhan Toköz,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Maxim,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurent Abergel,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Losilla,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Eudes Aholou,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastián Rodríguez,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukáš Provod,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Cristaldo,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Díaz,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guus Til,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okay Yokuşlu,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iván Alejo,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximilian Eggestein,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz Gustavo,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teddy Teuma,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Lees-Melou,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yimmi Chará,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amin Younes,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Daniel Akpa Akpro,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvelous Nakamba,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Pizzini,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Caligiuri,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonel Miranda,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vadis Odjidja-Ofoe,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicola Sansone,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
André Gomes,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emiliano Vecchio,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Cabot,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Paul Boëtius,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uroš Račić,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Albrighton,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén Pérez,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salman Al Faraj,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Mascarell,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Geiger,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amine Harit,75,LM,74,62,71,79,39,49,77,71,64,54,60,63,68,73,65,54,75,71,67,84,73,74,78,82,64,29,44,44,44,27,43,70,40,46
Jesper Lindstrøm,75,CAM,87,70,69,78,48,63,88,87,73,72,70,58,48,74,62,57,73,67,62,83,82,69,77,79,71,40,44,46,57,49,52,74,55,70
Georges-Kévin Nkoudou,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Duncan,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Rodríguez,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lior Refaelov,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Castillejo,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iborra,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papakouli Diop,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marouane Fellaini,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clément Grenier,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orel Mangala,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Bittencourt,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolando Mandragora,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gordon,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Davies,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masaya Okugawa,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Hughes,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Ricner Bellegarde,75,CM,78,62,72,76,70,71,77,79,59,69,63,53,55,74,64,68,77,76,57,82,85,75,76,75,74,70,61,70,74,69,69,79,68,69
Ondřej Lingr,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Wanyama,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edu Expósito,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukáš Haraslín,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiemoué Bakayoko,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Larsson,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerem Aktürkoğlu,75,LM,84,70,67,77,37,56,89,80,72,69,73,55,62,71,63,72,70,57,73,88,70,73,75,79,68,24,52,33,43,41,45,75,51,46
Daniel Bragança,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico González,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Faravelli,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Höfler,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soufiane Rahimi,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soualiho Meïté,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Rudy,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Lallana,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Sornoza,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristian Roldan,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Lemina,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Cullen,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damián Díaz,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Tousart,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel-Kofi Kyereh,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Seiwald,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Swift,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iddrisu Baba,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordy Clasie,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Willock,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani García,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Lino,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Chará,75,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Veron,75,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Kainz,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Bouanga,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yacine Adli,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Kamara,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nacer Chadli,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agustín Palavecino,75,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Redmond,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ștefan Radu,75,CB,55,64,65,68,79,69,54,55,55,79,74,51,57,60,67,50,70,67,45,67,67,76,69,66,76,81,70,79,80,79,62,63,70,75
Montoya,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitri Liénard,75,LWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bram Nuytinck,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeison Murillo,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawad El Yamiq,75,CB,86,48,52,62,74,80,84,87,40,67,52,30,41,37,38,32,65,71,36,69,56,73,61,60,68,77,76,73,75,70,90,75,84,74
Jang Hyeon Soo,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stojanović,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Lascelles,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Roberts,75,RB,78,54,66,69,69,74,79,77,51,60,56,48,41,62,74,47,72,58,54,71,70,68,71,69,62,70,57,69,73,69,69,91,68,69
Tiago Djaló,75,CB,81,42,60,63,76,77,79,83,36,59,38,35,47,56,54,32,69,65,49,65,45,73,66,61,69,75,69,76,78,74,68,67,84,74
Leonardo Balerdi,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paweł Dawidowicz,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sead Kolašinac,75,LB,73,62,68,70,71,85,67,77,57,79,58,55,54,70,72,42,71,62,61,59,55,71,72,74,64,69,66,70,73,74,75,72,90,90
Benjamin Hübner,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Fredericks,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lekue,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Óscar Duarte,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarón,75,LWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Criscito,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fran García,75,LB,89,49,66,76,68,63,90,89,42,63,53,39,39,60,73,36,73,60,66,83,91,68,73,76,66,70,55,63,75,72,61,78,56,63
Tariq Lamptey,75,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Dorley,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Becão,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lautaro Giannetti,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Ayling,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Oliver Kempf,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fábio Cardoso,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabien Centonze,75,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calum Chambers,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Henry,75,LWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastiaan Bornauw,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Júnior Caiçara,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tino Livramento,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Godoy,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Uduokhai,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Wagner,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Lotomba,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ouwejan,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentino Lazaro,75,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontus Jansson,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escudero,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malo Gusto,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Ngadeu,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vallejo,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan Bell,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Taylor,75,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristian Lema,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matías Viña,75,LWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Lirola,75,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vítor Tormena,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
