name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Alassane Plea,78.0,CF,72.0,79.0,79.0,78.0,39.0,73.0,77.0,67.0,79.0,79.0,79.0,80.0,68.0,81.0,79.0,73.0,79.0,78.0,82.0,81.0,79.0,82.0,78.0,77.0,79.0,39.0,73.0,40.0,30.0,71.0,77.0,74.0,67.0
Konstantinos Mavropanos,78.0,CB,81.0,56.0,51.0,60.0,78.0,81.0,72.0,88.0,50.0,77.0,64.0,30.0,42.0,39.0,45.0,39.0,62.0,60.0,32.0,52.0,45.0,72.0,62.0,60.0,63.0,78.0,81.0,85.0,80.0,82.0,63.0,90.0,80.0
Puado,78.0,LM,85.0,75.0,70.0,78.0,51.0,76.0,86.0,85.0,76.0,77.0,74.0,67.0,74.0,69.0,70.0,53.0,77.0,64.0,63.0,85.0,80.0,77.0,78.0,77.0,76.0,45.0,76.0,46.0,45.0,83.0,86.0,75.0,66.0
Enzo Pérez,78.0,CDM,68.0,65.0,75.0,76.0,75.0,77.0,71.0,66.0,61.0,73.0,62.0,63.0,68.0,77.0,66.0,62.0,83.0,74.0,71.0,76.0,76.0,74.0,78.0,75.0,80.0,77.0,67.0,78.0,79.0,73.0,73.0,74.0,90.0
Andrei Girotto,78.0,CB,58.0,67.0,68.0,69.0,79.0,73.0,63.0,54.0,59.0,81.0,80.0,51.0,55.0,54.0,65.0,71.0,77.0,69.0,63.0,63.0,54.0,75.0,77.0,66.0,66.0,82.0,79.0,80.0,79.0,76.0,70.0,71.0,82.0
Giacomo Bonaventura,78.0,CM,69.0,75.0,80.0,80.0,70.0,65.0,68.0,69.0,69.0,84.0,81.0,78.0,68.0,80.0,79.0,78.0,82.0,79.0,78.0,75.0,80.0,75.0,83.0,80.0,78.0,69.0,70.0,71.0,68.0,68.0,69.0,61.0,68.0
Fernando,78.0,CDM,72.0,67.0,77.0,73.0,74.0,77.0,73.0,72.0,63.0,79.0,76.0,45.0,61.0,74.0,68.0,84.0,80.0,81.0,82.0,72.0,81.0,71.0,76.0,70.0,70.0,76.0,62.0,78.0,77.0,79.0,82.0,74.0,80.0
Rafael Santos Borré,78.0,ST,77.0,77.0,74.0,79.0,45.0,76.0,83.0,72.0,77.0,82.0,74.0,74.0,72.0,78.0,71.0,67.0,77.0,69.0,78.0,84.0,81.0,79.0,78.0,78.0,81.0,41.0,74.0,45.0,29.0,80.0,85.0,67.0,86.0
Gernot Trauner,78.0,CB,63.0,57.0,67.0,67.0,77.0,87.0,60.0,66.0,51.0,68.0,63.0,48.0,49.0,64.0,59.0,49.0,74.0,71.0,58.0,63.0,63.0,73.0,70.0,65.0,72.0,73.0,83.0,80.0,78.0,90.0,88.0,86.0,85.0
Portu,78.0,RM,87.0,74.0,72.0,76.0,57.0,77.0,85.0,88.0,74.0,80.0,71.0,72.0,65.0,74.0,75.0,64.0,71.0,70.0,78.0,83.0,82.0,73.0,76.0,75.0,74.0,55.0,74.0,55.0,53.0,75.0,83.0,72.0,80.0
Mats Rits,78.0,CDM,74.0,72.0,74.0,75.0,73.0,77.0,75.0,74.0,75.0,76.0,68.0,63.0,57.0,76.0,67.0,67.0,78.0,75.0,68.0,69.0,76.0,75.0,77.0,74.0,74.0,77.0,60.0,74.0,70.0,69.0,90.0,71.0,79.0
Marcel Halstenberg,78.0,CB,63.0,66.0,73.0,71.0,76.0,80.0,55.0,69.0,59.0,79.0,69.0,60.0,73.0,65.0,80.0,75.0,76.0,62.0,77.0,61.0,59.0,77.0,74.0,71.0,74.0,73.0,80.0,78.0,73.0,84.0,82.0,79.0,77.0
Guillermo Maripán,78.0,CB,33.0,42.0,58.0,53.0,79.0,79.0,32.0,33.0,39.0,58.0,35.0,31.0,30.0,56.0,41.0,27.0,71.0,72.0,29.0,30.0,32.0,78.0,63.0,49.0,75.0,79.0,80.0,80.0,75.0,67.0,57.0,91.0,80.0
Oriol Romeu Vidal,78.0,CDM,41.0,44.0,62.0,65.0,80.0,79.0,50.0,33.0,25.0,76.0,48.0,52.0,54.0,55.0,37.0,53.0,78.0,72.0,49.0,54.0,56.0,72.0,70.0,63.0,72.0,82.0,69.0,83.0,81.0,65.0,72.0,79.0,89.0
Óliver Torres,78.0,CM,59.0,67.0,78.0,81.0,64.0,50.0,65.0,54.0,66.0,69.0,68.0,63.0,65.0,80.0,73.0,64.0,81.0,80.0,80.0,77.0,78.0,76.0,83.0,82.0,81.0,67.0,52.0,66.0,58.0,50.0,72.0,34.0,61.0
Ben Mee,78.0,CB,61.0,42.0,58.0,62.0,80.0,77.0,61.0,61.0,36.0,60.0,39.0,29.0,42.0,60.0,59.0,31.0,60.0,61.0,45.0,58.0,65.0,78.0,63.0,59.0,74.0,80.0,79.0,81.0,79.0,89.0,63.0,79.0,84.0
Sofiane Diop,78.0,LM,71.0,72.0,75.0,83.0,54.0,54.0,74.0,69.0,71.0,76.0,74.0,62.0,60.0,78.0,77.0,74.0,76.0,68.0,76.0,82.0,85.0,76.0,83.0,83.0,80.0,56.0,39.0,58.0,46.0,48.0,78.0,37.0,68.0
Pedro Neto,78.0,LW,85.0,74.0,69.0,81.0,31.0,58.0,86.0,85.0,76.0,76.0,74.0,65.0,62.0,73.0,70.0,54.0,75.0,56.0,68.0,86.0,86.0,75.0,80.0,83.0,66.0,41.0,49.0,23.0,17.0,52.0,64.0,56.0,55.0
Emerson Royal,78.0,RWB,74.0,62.0,71.0,74.0,75.0,76.0,73.0,75.0,57.0,77.0,62.0,44.0,48.0,65.0,75.0,47.0,77.0,65.0,73.0,74.0,67.0,72.0,77.0,74.0,65.0,73.0,70.0,78.0,79.0,79.0,76.0,74.0,80.0
Grzegorz Krychowiak,78.0,CDM,50.0,75.0,72.0,68.0,75.0,78.0,48.0,51.0,72.0,81.0,78.0,75.0,78.0,69.0,63.0,62.0,78.0,81.0,54.0,34.0,53.0,77.0,78.0,69.0,80.0,76.0,75.0,76.0,72.0,66.0,73.0,81.0,80.0
Enes Ünal,78.0,ST,69.0,81.0,65.0,75.0,40.0,76.0,71.0,68.0,84.0,82.0,74.0,75.0,80.0,62.0,56.0,63.0,76.0,52.0,68.0,71.0,69.0,75.0,75.0,76.0,72.0,29.0,77.0,43.0,34.0,83.0,64.0,83.0,70.0
Rubén Peña,78.0,RB,78.0,70.0,71.0,77.0,74.0,66.0,75.0,80.0,69.0,75.0,66.0,66.0,64.0,65.0,78.0,56.0,77.0,66.0,59.0,77.0,80.0,78.0,78.0,77.0,72.0,72.0,74.0,77.0,78.0,67.0,74.0,64.0,63.0
Jesper Karlsson,78.0,LW,83.0,77.0,72.0,83.0,35.0,61.0,84.0,82.0,75.0,78.0,81.0,76.0,77.0,72.0,73.0,75.0,73.0,66.0,83.0,91.0,89.0,74.0,84.0,82.0,77.0,35.0,44.0,36.0,34.0,84.0,82.0,51.0,54.0
Miguel Almirón,78.0,RM,86.0,71.0,73.0,79.0,53.0,61.0,88.0,85.0,71.0,78.0,65.0,75.0,69.0,74.0,70.0,68.0,77.0,67.0,74.0,85.0,68.0,77.0,77.0,81.0,73.0,55.0,43.0,55.0,50.0,48.0,74.0,53.0,69.0
Çağlar Söyüncü,78.0,CB,71.0,46.0,60.0,65.0,78.0,79.0,65.0,75.0,39.0,65.0,44.0,48.0,52.0,55.0,46.0,39.0,76.0,64.0,39.0,64.0,55.0,77.0,69.0,62.0,76.0,78.0,75.0,80.0,78.0,76.0,65.0,82.0,89.0
Stefano Sensi,78.0,CM,75.0,61.0,83.0,84.0,65.0,57.0,77.0,73.0,53.0,69.0,73.0,49.0,73.0,85.0,78.0,75.0,86.0,83.0,75.0,86.0,91.0,71.0,88.0,82.0,77.0,71.0,45.0,69.0,72.0,68.0,59.0,50.0,71.0
Maxime Lopez,78.0,CM,72.0,71.0,79.0,82.0,67.0,57.0,73.0,72.0,72.0,70.0,73.0,65.0,68.0,81.0,75.0,73.0,83.0,76.0,79.0,90.0,93.0,77.0,83.0,79.0,73.0,68.0,62.0,69.0,63.0,69.0,85.0,34.0,77.0
Wataru Endo,78.0,CM,67.0,64.0,70.0,78.0,78.0,75.0,73.0,62.0,62.0,71.0,69.0,26.0,62.0,74.0,55.0,46.0,80.0,78.0,43.0,73.0,78.0,81.0,81.0,77.0,82.0,78.0,78.0,78.0,71.0,91.0,90.0,66.0,75.0
Douglas Luiz,78.0,CDM,67.0,68.0,77.0,77.0,73.0,70.0,69.0,65.0,64.0,80.0,76.0,58.0,44.0,77.0,69.0,63.0,82.0,80.0,80.0,74.0,74.0,77.0,82.0,75.0,81.0,77.0,62.0,75.0,68.0,66.0,76.0,66.0,74.0
Joey Veerman,78.0,CM,67.0,68.0,81.0,78.0,65.0,74.0,70.0,65.0,63.0,75.0,76.0,58.0,65.0,84.0,79.0,72.0,82.0,83.0,73.0,74.0,69.0,75.0,79.0,80.0,77.0,68.0,54.0,68.0,63.0,50.0,81.0,76.0,68.0
Romain Faivre,78.0,RM,75.0,74.0,76.0,80.0,62.0,67.0,80.0,70.0,73.0,74.0,76.0,66.0,80.0,79.0,78.0,79.0,76.0,69.0,81.0,79.0,73.0,76.0,80.0,81.0,79.0,66.0,61.0,64.0,58.0,64.0,80.0,63.0,59.0
André Carrillo,78.0,RW,84.0,74.0,73.0,81.0,41.0,69.0,82.0,86.0,73.0,77.0,74.0,78.0,68.0,73.0,76.0,55.0,72.0,75.0,79.0,81.0,62.0,72.0,81.0,84.0,76.0,38.0,72.0,36.0,35.0,73.0,67.0,75.0,53.0
Ollie Watkins,78.0,ST,84.0,76.0,68.0,74.0,46.0,77.0,77.0,89.0,81.0,75.0,71.0,64.0,67.0,74.0,67.0,56.0,72.0,59.0,63.0,79.0,73.0,77.0,73.0,75.0,66.0,44.0,81.0,46.0,36.0,92.0,88.0,79.0,52.0
Marcos Rojo,78.0,CB,65.0,60.0,67.0,64.0,77.0,81.0,64.0,65.0,50.0,79.0,62.0,48.0,75.0,60.0,63.0,60.0,73.0,68.0,67.0,67.0,64.0,73.0,66.0,61.0,70.0,80.0,75.0,76.0,77.0,80.0,62.0,86.0,92.0
Eljif Elmas,78.0,CAM,76.0,71.0,74.0,83.0,66.0,69.0,77.0,75.0,70.0,79.0,74.0,56.0,58.0,74.0,67.0,54.0,81.0,77.0,64.0,84.0,69.0,73.0,85.0,86.0,74.0,69.0,58.0,72.0,64.0,47.0,76.0,64.0,77.0
Marcus Thuram,78.0,ST,81.0,77.0,71.0,78.0,48.0,76.0,76.0,85.0,78.0,81.0,72.0,70.0,70.0,74.0,74.0,48.0,74.0,62.0,66.0,73.0,57.0,78.0,78.0,82.0,72.0,45.0,77.0,49.0,37.0,71.0,79.0,85.0,50.0
Valentin Rongier,78.0,CM,71.0,66.0,76.0,78.0,77.0,80.0,70.0,72.0,61.0,75.0,68.0,66.0,65.0,76.0,65.0,69.0,81.0,80.0,74.0,74.0,88.0,80.0,80.0,75.0,79.0,82.0,53.0,81.0,75.0,73.0,82.0,79.0,80.0
Roberto Pereyra,78.0,CM,76.0,74.0,77.0,79.0,68.0,74.0,79.0,74.0,75.0,72.0,73.0,73.0,72.0,79.0,72.0,74.0,80.0,76.0,78.0,76.0,76.0,78.0,80.0,80.0,78.0,71.0,60.0,73.0,69.0,68.0,89.0,68.0,71.0
Junya Ito,78.0,RW,89.0,71.0,73.0,78.0,58.0,70.0,91.0,88.0,73.0,68.0,71.0,69.0,57.0,78.0,76.0,66.0,74.0,66.0,68.0,82.0,77.0,75.0,77.0,78.0,77.0,67.0,44.0,61.0,56.0,87.0,89.0,61.0,64.0
Ademola Lookman,77.0,LM,85.0,73.0,68.0,82.0,29.0,60.0,87.0,83.0,74.0,77.0,70.0,60.0,62.0,72.0,73.0,51.0,72.0,53.0,69.0,90.0,85.0,69.0,80.0,83.0,76.0,32.0,48.0,23.0,24.0,64.0,69.0,55.0,62.0
Mislav Oršić,77.0,LW,88.0,80.0,71.0,75.0,56.0,61.0,87.0,89.0,78.0,82.0,85.0,78.0,79.0,69.0,78.0,80.0,70.0,62.0,84.0,88.0,84.0,79.0,75.0,72.0,72.0,58.0,54.0,57.0,55.0,66.0,80.0,57.0,47.0
Kasper Dolberg,77.0,ST,71.0,80.0,67.0,76.0,30.0,68.0,67.0,74.0,79.0,84.0,79.0,77.0,78.0,74.0,50.0,70.0,75.0,60.0,74.0,70.0,63.0,75.0,78.0,77.0,76.0,34.0,99.0,35.0,28.0,73.0,72.0,79.0,32.0
Benoît Badiashile,77.0,CB,61.0,47.0,67.0,60.0,78.0,76.0,54.0,66.0,38.0,70.0,47.0,31.0,46.0,68.0,48.0,34.0,78.0,77.0,56.0,42.0,35.0,76.0,67.0,58.0,75.0,99.0,99.0,99.0,99.0,78.0,64.0,84.0,69.0
Josh Campbell,77.0,CM,86.0,75.0,77.0,78.0,76.0,83.0,88.0,85.0,72.0,84.0,76.0,70.0,69.0,78.0,72.0,73.0,81.0,74.0,74.0,87.0,83.0,79.0,79.0,74.0,69.0,77.0,66.0,80.0,68.0,93.0,90.0,81.0,79.0
Carl Piergianni,77.0,CB,54.0,35.0,50.0,60.0,77.0,90.0,62.0,47.0,33.0,41.0,30.0,30.0,43.0,46.0,38.0,33.0,59.0,60.0,38.0,69.0,71.0,75.0,60.0,55.0,69.0,76.0,84.0,78.0,77.0,99.0,83.0,99.0,73.0
Aiyegun Tosin,77.0,ST,96.0,79.0,68.0,78.0,46.0,77.0,95.0,96.0,81.0,79.0,80.0,77.0,64.0,69.0,69.0,56.0,69.0,67.0,72.0,97.0,83.0,70.0,77.0,76.0,70.0,46.0,70.0,46.0,48.0,82.0,80.0,80.0,65.0
Georges Mikautadze,77.0,ST,87.0,80.0,73.0,82.0,44.0,76.0,86.0,87.0,81.0,79.0,79.0,79.0,79.0,71.0,75.0,79.0,74.0,70.0,73.0,93.0,85.0,80.0,76.0,83.0,79.0,31.0,71.0,44.0,46.0,83.0,81.0,76.0,69.0
Mario Balotelli,77.0,ST,66.0,81.0,72.0,76.0,25.0,78.0,67.0,66.0,80.0,86.0,80.0,78.0,91.0,74.0,64.0,80.0,76.0,66.0,76.0,68.0,49.0,62.0,81.0,78.0,80.0,34.0,82.0,25.0,23.0,72.0,59.0,91.0,73.0
Michy Batshuayi,77.0,ST,74.0,78.0,59.0,76.0,33.0,73.0,75.0,74.0,77.0,86.0,73.0,77.0,67.0,64.0,65.0,54.0,62.0,38.0,66.0,74.0,71.0,77.0,77.0,75.0,79.0,34.0,99.0,39.0,33.0,84.0,65.0,79.0,63.0
Callum Hudson-Odoi,77.0,LW,81.0,68.0,74.0,82.0,48.0,59.0,87.0,77.0,71.0,67.0,66.0,59.0,55.0,74.0,77.0,71.0,76.0,69.0,73.0,84.0,78.0,70.0,81.0,84.0,72.0,62.0,75.0,72.0,64.0,64.0,66.0,58.0,51.0
Mauro Icardi,77.0,ST,62.0,77.0,64.0,72.0,35.0,68.0,62.0,62.0,78.0,80.0,70.0,77.0,79.0,72.0,47.0,52.0,75.0,54.0,70.0,61.0,71.0,76.0,75.0,71.0,78.0,37.0,99.0,41.0,30.0,88.0,62.0,72.0,58.0
Umar Sadiq,77.0,ST,84.0,76.0,60.0,72.0,30.0,76.0,81.0,86.0,80.0,81.0,69.0,65.0,72.0,61.0,51.0,45.0,72.0,48.0,62.0,66.0,43.0,70.0,75.0,76.0,67.0,30.0,99.0,32.0,30.0,84.0,72.0,90.0,42.0
Kasper Dolberg,77.0,ST,71.0,80.0,67.0,76.0,30.0,68.0,67.0,74.0,79.0,84.0,79.0,77.0,78.0,74.0,50.0,70.0,75.0,60.0,74.0,70.0,63.0,75.0,78.0,77.0,76.0,33.0,99.0,34.0,27.0,73.0,72.0,79.0,32.0
Dele Alli,77.0,CAM,65.0,77.0,75.0,78.0,64.0,71.0,63.0,66.0,80.0,76.0,72.0,77.0,80.0,77.0,70.0,60.0,79.0,76.0,76.0,72.0,66.0,75.0,81.0,79.0,78.0,83.0,99.0,90.0,86.0,71.0,66.0,75.0,68.0
Daniel James,77.0,RM,95.0,70.0,69.0,76.0,47.0,68.0,96.0,95.0,71.0,74.0,69.0,58.0,64.0,68.0,72.0,54.0,73.0,58.0,74.0,83.0,82.0,75.0,76.0,74.0,67.0,66.0,78.0,70.0,53.0,74.0,84.0,54.0,79.0
Sergiño Dest,77.0,RB,86.0,59.0,74.0,81.0,69.0,66.0,89.0,83.0,58.0,65.0,62.0,44.0,39.0,72.0,74.0,43.0,82.0,69.0,72.0,88.0,80.0,75.0,77.0,83.0,74.0,98.0,85.0,99.0,99.0,55.0,79.0,59.0,68.0
Wout Faes,77.0,CB,59.0,38.0,55.0,58.0,78.0,77.0,58.0,59.0,34.0,60.0,27.0,24.0,42.0,42.0,32.0,35.0,74.0,70.0,41.0,43.0,57.0,74.0,67.0,53.0,69.0,99.0,99.0,99.0,99.0,73.0,73.0,80.0,75.0
Abdou Diallo,77.0,CB,72.0,39.0,71.0,74.0,77.0,76.0,70.0,74.0,38.0,51.0,24.0,39.0,41.0,69.0,68.0,32.0,78.0,76.0,58.0,71.0,70.0,76.0,76.0,72.0,78.0,99.0,99.0,99.0,99.0,84.0,73.0,77.0,77.0
Johan Mojica,77.0,LB,88.0,65.0,73.0,72.0,72.0,70.0,86.0,90.0,62.0,80.0,61.0,43.0,60.0,65.0,77.0,64.0,77.0,70.0,74.0,71.0,58.0,69.0,75.0,72.0,70.0,99.0,79.0,99.0,99.0,75.0,66.0,70.0,73.0
Germán,77.0,CB,45.0,40.0,58.0,55.0,79.0,78.0,35.0,54.0,40.0,65.0,21.0,20.0,38.0,56.0,42.0,35.0,73.0,66.0,28.0,33.0,33.0,69.0,68.0,51.0,65.0,80.0,78.0,81.0,80.0,71.0,74.0,81.0,79.0
Paulo Oliveira,77.0,CB,60.0,35.0,51.0,61.0,79.0,76.0,58.0,62.0,25.0,61.0,29.0,36.0,42.0,41.0,36.0,29.0,67.0,63.0,33.0,49.0,39.0,74.0,68.0,60.0,60.0,77.0,78.0,80.0,76.0,89.0,75.0,78.0,71.0
Rob Holding,77.0,CB,54.0,34.0,61.0,66.0,78.0,73.0,55.0,54.0,30.0,48.0,27.0,27.0,38.0,57.0,50.0,30.0,75.0,66.0,33.0,54.0,61.0,78.0,69.0,64.0,74.0,78.0,72.0,81.0,78.0,76.0,61.0,78.0,75.0
David López,77.0,CDM,50.0,58.0,68.0,65.0,78.0,75.0,51.0,49.0,50.0,77.0,60.0,55.0,50.0,69.0,55.0,45.0,78.0,76.0,50.0,38.0,53.0,74.0,75.0,63.0,70.0,77.0,79.0,77.0,78.0,78.0,60.0,81.0,78.0
Diego Demme,77.0,CDM,56.0,47.0,74.0,75.0,73.0,72.0,60.0,52.0,39.0,62.0,41.0,48.0,58.0,74.0,70.0,62.0,78.0,76.0,65.0,75.0,87.0,73.0,78.0,72.0,73.0,77.0,57.0,74.0,72.0,79.0,84.0,63.0,77.0
Ismaïla Sarr,77.0,RM,94.0,76.0,67.0,80.0,22.0,67.0,94.0,94.0,75.0,82.0,78.0,76.0,58.0,68.0,68.0,55.0,69.0,59.0,78.0,78.0,74.0,75.0,79.0,82.0,78.0,17.0,44.0,16.0,21.0,48.0,73.0,71.0,53.0
Arthur Cabral,77.0,ST,73.0,77.0,63.0,73.0,31.0,78.0,71.0,75.0,79.0,78.0,70.0,76.0,75.0,68.0,50.0,48.0,74.0,56.0,63.0,71.0,68.0,74.0,76.0,73.0,71.0,24.0,78.0,27.0,25.0,84.0,74.0,87.0,61.0
Kevin Mbabu,77.0,RB,83.0,51.0,66.0,71.0,73.0,81.0,87.0,80.0,49.0,66.0,44.0,39.0,35.0,68.0,72.0,48.0,66.0,65.0,62.0,75.0,73.0,72.0,69.0,71.0,71.0,78.0,64.0,73.0,77.0,78.0,90.0,78.0,78.0
Moses Simon,77.0,LM,90.0,70.0,69.0,81.0,33.0,65.0,89.0,90.0,68.0,74.0,72.0,73.0,60.0,69.0,75.0,59.0,70.0,63.0,69.0,90.0,92.0,72.0,77.0,83.0,75.0,34.0,46.0,31.0,33.0,88.0,74.0,68.0,38.0
Florian Lejeune,77.0,CB,52.0,57.0,62.0,64.0,77.0,72.0,48.0,55.0,50.0,75.0,66.0,42.0,43.0,46.0,51.0,47.0,77.0,70.0,47.0,52.0,52.0,77.0,70.0,62.0,77.0,80.0,75.0,76.0,73.0,77.0,48.0,80.0,80.0
Emerson,77.0,LB,74.0,63.0,75.0,78.0,73.0,63.0,76.0,73.0,51.0,80.0,75.0,51.0,55.0,67.0,78.0,80.0,77.0,73.0,81.0,71.0,75.0,75.0,80.0,79.0,77.0,76.0,60.0,75.0,75.0,66.0,73.0,56.0,66.0
Lutsharel Geertruida,77.0,RB,80.0,52.0,68.0,73.0,76.0,77.0,79.0,80.0,61.0,49.0,42.0,31.0,40.0,68.0,70.0,30.0,74.0,68.0,56.0,75.0,72.0,69.0,75.0,72.0,75.0,72.0,80.0,79.0,78.0,89.0,78.0,78.0,70.0
Vitolo,77.0,LM,72.0,76.0,76.0,76.0,41.0,70.0,69.0,74.0,76.0,77.0,75.0,75.0,74.0,77.0,75.0,62.0,76.0,77.0,78.0,70.0,59.0,78.0,77.0,79.0,74.0,25.0,65.0,21.0,23.0,70.0,70.0,74.0,61.0
Iago,77.0,LWB,84.0,58.0,69.0,74.0,72.0,71.0,77.0,89.0,58.0,65.0,56.0,39.0,46.0,67.0,75.0,35.0,72.0,69.0,68.0,76.0,74.0,71.0,73.0,74.0,74.0,73.0,67.0,73.0,76.0,65.0,75.0,69.0,72.0
Adam Hložek,77.0,CAM,78.0,75.0,72.0,77.0,31.0,79.0,79.0,78.0,75.0,78.0,76.0,73.0,66.0,78.0,69.0,64.0,75.0,68.0,68.0,69.0,78.0,76.0,79.0,78.0,80.0,23.0,73.0,32.0,23.0,70.0,76.0,84.0,70.0
Franck Honorat,77.0,LM,81.0,75.0,71.0,77.0,47.0,61.0,82.0,81.0,74.0,77.0,78.0,74.0,68.0,72.0,77.0,60.0,72.0,65.0,69.0,79.0,67.0,72.0,77.0,78.0,75.0,43.0,59.0,45.0,39.0,80.0,80.0,55.0,48.0
Taiwo Awoniyi,77.0,ST,83.0,76.0,59.0,70.0,32.0,80.0,79.0,86.0,78.0,82.0,69.0,68.0,70.0,53.0,57.0,35.0,69.0,56.0,55.0,69.0,70.0,77.0,70.0,71.0,63.0,33.0,76.0,27.0,23.0,81.0,73.0,84.0,77.0
Musa Barrow,77.0,CF,84.0,75.0,69.0,78.0,31.0,63.0,82.0,85.0,77.0,76.0,76.0,60.0,58.0,72.0,65.0,56.0,76.0,58.0,60.0,78.0,57.0,75.0,79.0,81.0,70.0,20.0,63.0,20.0,16.0,53.0,73.0,68.0,40.0
Hwang Hee Chan,77.0,LW,81.0,75.0,70.0,78.0,28.0,70.0,88.0,76.0,77.0,74.0,73.0,75.0,72.0,76.0,68.0,52.0,73.0,65.0,61.0,89.0,71.0,78.0,73.0,79.0,75.0,22.0,61.0,23.0,24.0,83.0,75.0,70.0,59.0
Joachim Andersen,77.0,CB,52.0,50.0,68.0,64.0,77.0,80.0,53.0,52.0,40.0,73.0,53.0,43.0,44.0,63.0,47.0,50.0,79.0,85.0,64.0,48.0,52.0,77.0,70.0,63.0,75.0,77.0,76.0,78.0,76.0,74.0,69.0,86.0,80.0
Petros Mantalos,77.0,CAM,73.0,69.0,78.0,78.0,55.0,63.0,74.0,72.0,69.0,70.0,68.0,67.0,69.0,80.0,76.0,71.0,80.0,79.0,75.0,78.0,78.0,72.0,79.0,78.0,77.0,55.0,59.0,52.0,45.0,66.0,70.0,60.0,63.0
Burak Yılmaz,77.0,ST,74.0,82.0,68.0,70.0,34.0,77.0,73.0,75.0,81.0,88.0,78.0,75.0,83.0,70.0,65.0,80.0,70.0,58.0,74.0,69.0,42.0,78.0,72.0,69.0,80.0,33.0,74.0,29.0,26.0,68.0,67.0,81.0,82.0
Davidson,77.0,LM,81.0,75.0,71.0,80.0,41.0,74.0,82.0,80.0,73.0,83.0,76.0,64.0,71.0,73.0,72.0,69.0,72.0,61.0,80.0,85.0,80.0,76.0,79.0,79.0,80.0,32.0,60.0,40.0,41.0,74.0,89.0,67.0,72.0
Willian Arão,77.0,CDM,73.0,63.0,66.0,69.0,76.0,78.0,74.0,73.0,56.0,75.0,70.0,37.0,56.0,70.0,46.0,48.0,77.0,74.0,43.0,65.0,57.0,75.0,72.0,69.0,70.0,77.0,75.0,78.0,72.0,73.0,82.0,74.0,86.0
Alexander Djiku,77.0,CB,69.0,42.0,66.0,69.0,76.0,81.0,57.0,78.0,34.0,58.0,42.0,35.0,43.0,61.0,64.0,43.0,74.0,65.0,57.0,66.0,63.0,75.0,71.0,67.0,74.0,76.0,73.0,77.0,74.0,83.0,79.0,82.0,79.0
Luis Miguel Rodríguez,77.0,ST,67.0,79.0,76.0,83.0,43.0,70.0,71.0,64.0,78.0,81.0,78.0,82.0,81.0,81.0,74.0,78.0,74.0,70.0,86.0,78.0,85.0,81.0,83.0,84.0,86.0,51.0,87.0,61.0,54.0,69.0,72.0,68.0,73.0
Adrien Thomasson,77.0,CM,69.0,72.0,77.0,77.0,65.0,70.0,69.0,69.0,70.0,75.0,75.0,64.0,68.0,78.0,75.0,70.0,78.0,77.0,73.0,72.0,81.0,77.0,78.0,78.0,77.0,68.0,61.0,68.0,57.0,72.0,77.0,67.0,69.0
Flavien Tait,77.0,CM,70.0,71.0,76.0,79.0,67.0,67.0,74.0,67.0,70.0,72.0,75.0,65.0,61.0,77.0,72.0,68.0,78.0,75.0,76.0,72.0,78.0,77.0,79.0,80.0,77.0,69.0,52.0,69.0,65.0,53.0,82.0,60.0,70.0
Mohamed Camara,77.0,CDM,82.0,58.0,68.0,77.0,72.0,77.0,84.0,80.0,51.0,68.0,63.0,49.0,57.0,70.0,53.0,51.0,76.0,73.0,63.0,88.0,91.0,77.0,77.0,74.0,77.0,73.0,53.0,78.0,74.0,80.0,90.0,69.0,80.0
Roberto Soriano,77.0,CAM,68.0,73.0,78.0,79.0,67.0,71.0,67.0,69.0,72.0,77.0,75.0,73.0,62.0,82.0,77.0,56.0,79.0,77.0,78.0,79.0,77.0,73.0,80.0,80.0,75.0,68.0,67.0,66.0,65.0,63.0,82.0,67.0,71.0
Davide Frattesi,77.0,CM,79.0,69.0,76.0,80.0,65.0,69.0,80.0,78.0,69.0,75.0,65.0,68.0,64.0,80.0,67.0,65.0,82.0,77.0,68.0,74.0,74.0,76.0,85.0,80.0,74.0,60.0,61.0,69.0,68.0,71.0,77.0,63.0,72.0
Angelo Fulgini,77.0,CM,73.0,70.0,76.0,79.0,69.0,73.0,71.0,74.0,74.0,70.0,68.0,52.0,56.0,79.0,72.0,66.0,79.0,74.0,67.0,71.0,64.0,75.0,81.0,81.0,74.0,67.0,67.0,73.0,69.0,70.0,81.0,71.0,69.0
Adrien Tameze,77.0,CM,72.0,65.0,73.0,79.0,78.0,75.0,74.0,70.0,63.0,73.0,67.0,50.0,60.0,71.0,66.0,52.0,81.0,79.0,60.0,78.0,76.0,77.0,80.0,80.0,75.0,77.0,73.0,80.0,80.0,71.0,80.0,72.0,77.0
Fredrik Midtsjø,77.0,CM,76.0,63.0,76.0,77.0,72.0,78.0,75.0,76.0,58.0,73.0,66.0,60.0,51.0,78.0,71.0,55.0,80.0,78.0,66.0,74.0,82.0,80.0,77.0,76.0,79.0,75.0,58.0,72.0,67.0,65.0,88.0,75.0,78.0
